,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Pattern_11,Pattern_12,Pattern_13,Pattern_14,Pattern_15,Pattern_16,Pattern_17,Pattern_18,Pattern_19,Pattern_20,Pattern_21,Pattern_22,Pattern_23,Pattern_24,Pattern_25,Pattern_26,Pattern_27,Pattern_28
CTF1,0.002707481,0.014865526,0.000947047,0.002977196,0.044945832,0.007910656,0.002263055,0.015931224,0.018540507,0.007612433,0.026574528,0.055429835,0.001792764,0.000994619,0.007446715,0.002690555,0.00013941,0.00077257,0.001962553,0.001581271,0.004549527,0.000289756,0.024963321,0.06180837,0.008178148,0.003192455,0.000188212,0.001072013
FBXL19-AS1,0.000287064,0.00058941,0.000402257,0.000417925,0.001298007,0.000358197,0.000246398,0.000974598,0.000521236,0.000318075,0.000320909,0.000714275,0.000364139,0.000171295,0.000304175,0.000204664,8.71E-05,0.00027407,0.000416961,0.000396015,0.000536876,4.65E-05,0.000304617,0.00032869,0.000489364,0.000388937,6.24E-05,0.000220279
FBXL19,0.136571094,0.163043961,0.10700272,0.428100735,1.314510345,0.126120448,0.007557432,0.081765868,0.220089033,0.026800599,0.038556725,0.210727811,0.15432997,0.361829072,0.105502583,0.195977494,0.035274029,0.245064795,0.091485493,0.084856577,0.068491444,0.060560327,0.219164327,0.055633157,0.187694505,0.151722103,0.018193621,0.087746657
ORAI3,0.024606118,0.065309048,0.100815624,0.055873707,0.068334326,0.059998497,0.016172633,0.250264943,1.211666703,0.028536627,0.080773391,0.234995946,0.072151609,0.039383411,0.031237511,0.013993258,0.036442474,0.068688385,0.045161474,0.101976089,0.038466323,0.000239373,0.12970008,0.232743591,0.025782229,0.024582079,0.004384541,0.073019549
AC135048.3,0.001277736,0.010651148,0.002185533,0.000957215,0.001806216,0.004614466,0.000497534,0.010697735,0.001971125,0.000303382,0.001086892,0.008027285,0.001462186,0.001439688,0.001455194,0.003014335,0.000709202,0.001106816,0.004057833,0.002960611,0.000712706,0.000185256,0.000707938,0.001816901,0.000449478,0.000662784,0.000117466,0.000669909
SETD1A,0.096659876,0.061709806,0.18508403,0.126204059,0.258077234,0.099878386,0.017419215,0.133809879,0.123017512,0.00141219,0.054986451,0.335910708,0.088035457,0.334305048,0.068018191,0.096454911,0.150291309,0.1835251,0.199824095,0.120057628,0.180050179,0.068815194,0.081965268,0.031697888,0.448205858,0.153264284,0.006659617,0.024579257
HSD3B7,0.007380323,0.020039797,0.02819415,0.020234911,0.039448801,0.022399321,0.062958471,0.074673936,0.005729214,0.007859017,0.011045775,0.094803624,0.013514017,0.046848942,0.02326782,0.025705803,0.014062351,0.012628133,0.046534013,0.029022682,0.015915725,0.004641645,0.019632353,0.02593407,0.018968407,0.008939506,0.002110387,0.005116625
STX1B,0.532271206,0.308533549,0.504175603,0.263216466,0.667621136,0.313955545,0.190529913,0.064310446,0.374524117,0.170988992,0.15080975,0.265046179,0.209194452,0.224287271,0.21334587,0.678455472,1.398417115,1.030338287,0.201554537,0.561372459,0.087143496,0.360063583,0.164138779,0.179933235,1.72414279,0.193977252,0.026648212,0.281421751
STX4,0.167118281,0.088458091,0.140790999,0.122197434,0.196121976,0.092348889,0.54791975,0.315655112,0.119451284,0.050885685,0.062352918,0.462146789,0.180203691,0.147758886,0.054644804,0.040480733,0.081583813,0.125998348,0.094277494,0.179477617,0.10708908,0.01217295,0.04752456,0.130287856,0.140843689,0.10098473,0.011193592,0.051216885
AC135050.3,0.004072409,0.005178178,0.009878921,0.002038264,0.029454278,0.008601509,0.049199101,0.003862843,0.002642348,0.00178347,0.003569497,0.032429069,0.003575408,0.043550424,0.014542428,0.006544211,0.004446817,0.0264304,0.002382685,0.0088194,0.001282728,0.000327609,0.017491814,0.002506049,0.047619898,0.001708604,6.94E-05,0.000204815
AC135050.1,0.000343153,0.000579413,0.000452402,0.000482684,0.001022159,0.000454972,0.000272364,0.000967837,0.000386282,0.000490213,0.000395502,0.000758563,0.000422111,0.000250637,0.00036639,0.00028437,0.000125694,0.00045291,0.000417894,0.000476101,0.000335908,5.46E-05,0.000462498,0.000295747,0.000692584,0.000365889,5.29E-05,0.000153942
ZNF668,0.088024884,0.062943451,0.121981576,0.134200037,0.282270253,0.054971602,0.013851703,0.093669631,0.026230162,0.007191379,0.030160701,0.093614623,0.077200375,0.122013576,0.062566616,0.089269623,0.019357696,0.143026173,0.04410604,0.037602156,0.050173867,0.010271123,0.024614612,0.018493246,0.098855175,0.101764314,0.002710364,0.008457758
ZNF646,0.016332837,0.021265946,0.05845508,0.069624156,0.182098553,0.089289777,0.020909632,0.087783441,0.036908682,0.021938568,0.019617101,0.144566491,0.057232738,0.077840738,0.048401047,0.033720825,0.031532869,0.106688358,0.051059011,0.048190314,0.086379103,0.003986229,0.054917041,0.006831609,0.085615806,0.145861492,0.001244739,0.008777549
PRSS53,0.064159475,0.023653485,0.020181578,0.024720006,0.244553372,0.049673785,0.006180499,0.026710695,0.009369912,0.001358881,0.014853418,0.060281109,0.09467271,0.246293232,0.032131709,0.088281423,0.037900735,0.068834342,0.046245761,0.043009132,0.015234233,0.017698105,0.040772192,0.002692383,0.150819048,0.060924258,0.003743877,0.0024944
VKORC1,0.202438653,0.147347882,0.244997621,0.138167351,0.468654007,0.132654339,0.233269408,0.643782556,0.449511915,0.092262506,0.066595018,0.477989733,0.078908086,0.146405026,0.178206474,0.204795808,0.164583594,0.11466074,0.19494395,0.270097733,0.461430579,0.061491877,0.162072927,0.226660714,0.247017801,0.233168915,0.047718469,0.11508467
BCKDK,0.010923848,0.18051514,0.231070742,0.146582976,0.300338238,0.103555687,0.03859099,0.273830295,0.174464926,0.028894614,0.106278688,0.2806454,0.199052185,0.089097232,0.075007081,0.119334519,0.082146883,0.075278096,0.122428246,0.287119955,0.290738553,0.018368518,0.126698852,0.199411333,0.049300548,0.079734668,0.007017044,0.044665288
KAT8,0.191298082,0.117773764,0.271708876,0.278780073,0.53049016,0.199918061,0.084491685,0.254610568,0.123296037,0.037822485,0.143734083,0.436775774,0.166047484,0.443971485,0.223874465,0.160173282,0.184727818,0.200617239,0.115788795,0.105132505,0.328985989,0.107360937,0.262363404,0.157846764,0.855204999,0.19232291,0.007823824,0.033727441
AC135050.5,0.000244963,0.000435856,0.000304503,0.000335326,0.000775248,0.000249782,0.00021157,0.000651328,0.000335172,0.000237791,0.0002374,0.000508341,0.000308801,0.000133758,0.000240771,0.000155938,8.47E-05,0.000248113,0.000273195,0.000279972,0.000240425,4.37E-05,0.000283184,0.000212616,0.000416357,0.000246331,4.15E-05,0.000116513
AC135050.6,0.053804025,0.05661954,0.020239133,0.070611477,0.284004331,0.041340128,0.007506896,0.095703863,0.017545555,0.003801839,0.021554252,0.125467852,0.065570004,0.15638119,0.008364932,0.031129543,0.027147325,0.065661147,0.04468216,0.052074954,0.090351455,0.007958697,0.102102995,0.027417032,0.159736395,0.043693073,0.003510093,0.005470414
AC009088.3,0.000251969,0.000403313,0.000317068,0.000312427,0.000720426,0.000265044,0.000197858,0.000695703,0.00034528,0.000244634,0.0002334,0.000520593,0.000322748,0.000137268,0.000234878,0.000161233,8.17E-05,0.000235424,0.000281253,0.000269916,0.000244922,4.28E-05,0.000274582,0.000203753,0.000426104,0.000250537,3.73E-05,0.000119414
PRSS8,0.00048212,0.001177286,0.000832807,0.000773941,0.007056645,0.000654603,0.000271962,0.002787317,0.000537549,0.00032067,0.000603906,0.001281154,0.000528149,0.000435664,0.000749048,0.000434042,0.000204065,0.000398908,0.00087655,0.000576606,0.0004506,8.27E-05,0.000606728,0.000392562,0.002813641,0.000470694,7.42E-05,0.000199363
PRSS36,0.005671225,0.014591617,0.030153431,0.0023957,0.085080817,0.005816681,0.000443192,0.02369489,0.015873846,0.000690785,0.002425381,0.028157502,0.00563478,0.007731855,0.016181715,0.014174386,0.003773901,0.002318535,0.013103735,0.005719611,0.003849754,0.003506354,0.001199406,0.019817326,0.000763044,0.002264322,0.000228363,0.001097485
FUS,0.015005255,0.172615185,0.521196604,0.98166132,1.224458933,0.392994702,0.392188877,0.624553859,0.489741921,0.218696669,0.248998448,0.652770936,0.693334997,0.791277468,0.764805496,0.638977647,0.983817518,0.414846748,0.760966122,0.755037904,1.953812003,0.678316116,0.661250353,0.59265995,1.338192582,0.465432227,0.306164801,0.370341599
AC009088.1,0.011271081,0.012993313,0.004028921,0.00446423,0.020106114,0.010194315,0.001034032,0.004351347,0.001663482,0.001395763,0.001664567,0.011583986,0.006615357,0.038587678,0.00990496,0.009652812,0.015253604,0.020153875,0.003356416,0.004806458,0.000821068,0.000605417,0.011745895,0.001931176,0.06453447,0.004861624,0.000705973,0.000243154
PYCARD,0.000575157,0.000907709,0.030176811,0.001710185,0.003181191,0.01252853,0.006304805,0.204224944,0.001313433,0.013118097,0.007804337,0.003199671,0.050363149,0.016340131,0.036340531,0.017298805,0.052761894,0.000254407,0.098218545,0.133655116,0.000244743,0.000101109,0.055020422,0.000710731,0.01151707,0.000224725,0.00010651,0.000208125
PYCARD-AS1,0.001321625,0.001127327,0.003515719,0.000859353,0.002575448,0.002975047,0.000310774,0.001899533,0.000748895,0.000397625,0.000595106,0.001019107,0.001941648,0.002737873,0.000496086,0.001820321,0.001155766,0.001988027,0.002295016,0.001765558,0.000357144,0.0001871,0.000421364,0.00045438,0.000992605,0.000420392,9.34E-05,0.000214148
TRIM72,0.009573226,0.019941092,0.006678807,0.000147879,0.019107176,0.038707886,0.001166683,0.016973507,0.015417165,0.003669776,0.007658239,0.008210737,0.114735179,0.099536315,0.023679234,0.10857676,0.182105228,0.039617207,0.083893597,0.045707088,0.000767179,0.006722456,0.001079846,0.00022111,0.139231414,5.05E-05,0.000121267,5.81E-05
PYDC1,0.011146693,0.008056545,0.170230642,3.44E-05,0.002355108,0.073618501,0.007780535,0.014187897,0.000239472,0.002344677,0.004540146,0.000104861,0.09072125,0.005512936,0.28063938,0.353848964,0.287208408,0.000969984,0.214170426,0.371316433,0.001603135,0.02030132,2.19E-06,0.004661023,0.064687334,3.06E-06,2.34E-05,0.004567305
ITGAM,0.001361932,0.013105975,0.002452863,0.000118448,0.00144788,0.01393001,0.011981643,0.109229222,0.003182907,0.003842236,0.009858227,0.00086678,0.04100145,0.03059647,0.044080954,0.114278205,0.076745652,0.003781613,0.107410461,0.05691234,0.004606471,0.004063825,0.007303244,0.001323412,0.000712078,0.000645825,4.54E-05,8.72E-05
ITGAX,0.008843997,0.021126514,0.005321893,0.001081669,0.005182349,0.004251171,0.028187446,0.023429053,0.00285227,0.017657204,0.007475529,0.0126925,0.062083062,0.040668208,0.006538904,6.39E-05,0.048573233,7.41E-05,0.084443688,0.165506586,0.000146365,0.002181401,0.068253964,0.000464675,0.000277079,0.005400532,4.59E-05,0.002535568
ITGAD,0.000252222,0.000423536,0.000300601,0.00030722,0.00072594,0.00026018,0.000211385,0.003107172,0.000337389,0.000250075,0.000255994,0.000504501,0.000331102,0.000137265,0.000245735,0.000157972,8.02E-05,0.000237406,0.00026772,0.000299172,0.000256404,4.25E-05,0.000305991,0.000210021,0.00040251,0.000237669,3.74E-05,0.000115373
COX6A2,0.000183393,0.008424847,0.005865215,0.000629284,0.000949449,0.02078443,0.000669509,0.002245214,0.003457112,0.000485898,0.00095337,0.002845289,0.007244773,0.011066501,0.000356272,0.001019789,0.008197409,0.005522903,0.002281376,0.03445223,0.000467252,0.00012788,0.006055061,0.001469027,0.002245575,0.000637792,7.46E-05,0.000725542
AC026471.5,0.018562319,0.005320136,0.004244888,0.000559233,0.00662032,0.013476908,0.000546897,0.001375737,0.004347105,0.00041652,0.000973891,0.002570699,0.015290216,0.053289015,0.00023251,0.000718767,0.010636394,0.005259366,0.007165815,0.000544119,0.000912982,0.000227207,0.001472137,0.000761283,0.032155819,0.000684787,5.24E-05,0.000168089
ZNF843,0.014224567,0.019888377,0.03401788,0.006170506,0.078317344,0.041325685,0.001869008,0.028686039,0.033859059,0.001263458,0.034855317,0.060103513,0.018880989,0.009145761,0.004230633,0.007652166,0.014871595,0.022101467,0.02252136,0.021454282,0.012427355,0.000529716,0.08402767,0.030089183,0.007816764,0.01092949,0.000650101,0.008517976
AC026471.4,0.054178901,0.026745601,0.011098954,0.045262076,0.171401724,0.057789933,0.003558448,0.049188983,0.020095551,0.002300571,0.009384688,0.064793915,0.049142126,0.124391347,0.006266804,0.028287582,0.032006923,0.035915736,0.017655918,0.003810212,0.074225955,0.010080175,0.069256149,0.007959271,0.03672516,0.098906167,0.002080683,0.006056473
AC026471.1,0.000532975,0.001599921,0.001599182,0.001672504,0.0028283,0.001991029,0.00041868,0.008362149,0.001529737,0.001242038,0.002536715,0.004145242,0.001568006,0.000435695,0.000823792,0.000800206,0.000255215,0.001236063,0.001277048,0.001260772,0.003599325,8.07E-05,0.0008005,0.00204572,0.001445316,0.001750893,0.00025291,0.000512963
ARMC5,0.052336968,0.080998786,0.099430233,0.099825919,0.224177659,0.062936649,0.036328431,0.088403068,0.084077388,0.006992362,0.027848974,0.179691598,0.101326577,0.177708447,0.055999517,0.079982676,0.034700975,0.1469464,0.071079619,0.074750192,0.149328262,0.00339207,0.149396539,0.069049604,0.194601417,0.06991224,0.000196808,0.009619781
TGFB1I1,0.016820714,0.020352971,0.054482989,0.052716974,0.114791125,0.005816395,0.00380048,0.516346455,0.007803846,0.024168206,0.008315799,0.115240917,0.073927872,0.013747291,4.45E-05,0.000271542,0.001289579,0.068557642,0.010280352,0.002352854,0.235566109,0.000129342,0.028057614,0.062652208,0.031122057,0.161274433,0.002150591,0.007097617
SLC5A2,0.001168031,0.019558452,0.002695535,0.005749229,0.160435617,0.004123058,0.000354015,0.002724274,0.004817052,0.001166342,0.001680211,0.007467841,0.00489616,0.005661245,0.003140128,0.002363926,0.001234351,0.001514538,0.00433866,0.001944914,0.000981986,0.000307721,0.002973512,0.001079149,0.00743576,0.003657918,0.00012813,0.003324918
AC026471.3,0.000362117,0.001756806,0.000913662,0.000864688,0.007013549,0.000798996,0.000272204,0.001248785,0.000976129,0.000365115,0.00049298,0.001258258,0.001311113,0.000402494,0.000645815,0.000357862,0.00016884,0.000506197,0.000653676,0.000606086,0.00041247,8.19E-05,0.00050893,0.000592535,0.000737365,0.000652336,7.68E-05,0.000467184
C16orf58,0.149635687,0.177850232,0.057148356,0.336849302,0.450088412,0.1172515,0.063809834,0.323301792,0.543209553,0.023755804,0.043423358,0.26171419,0.168544829,0.319175214,0.164212734,0.228340536,0.10577172,0.147756368,0.15327549,0.159136832,0.295751423,0.053494461,0.32122004,0.141095132,0.456487358,0.177022427,0.025224542,0.074342459
AC026471.2,0.006840599,0.010136724,0.023631321,0.002883274,0.01966409,0.025972666,0.003688564,0.004564783,0.021646861,0.00061848,0.004401899,0.029844914,0.015753033,0.010379238,0.010363481,0.02203651,0.003630677,0.004910341,0.005053276,0.022749744,0.004744017,0.001961834,0.020258509,0.01160339,0.001589597,0.019903783,8.97E-05,0.000680108
AHSP,0.000246709,0.000626155,0.000399127,0.005832734,0.008259513,0.000594244,0.000300926,0.014657389,0.000393963,0.002028335,0.001129426,0.002557545,0.000390515,0.000179061,0.003254793,0.000315549,8.84E-05,0.000339269,0.000317375,0.000349682,0.0006078,5.43E-05,0.001620555,0.000279813,0.001938296,0.001317134,0.000138377,0.000197093
AC074050.4,0.006093316,0.001758,0.001187717,0.00043438,0.004891835,0.006094058,0.00037968,0.001350361,0.000618213,0.000759131,0.001187412,0.001005174,0.003528629,0.005378763,0.002220911,0.001121601,0.001495572,0.000686205,0.005379396,0.001570505,0.000517816,0.00048762,0.000617979,0.00042246,0.002129828,0.000969431,7.55E-05,0.000219969
AC074050.3,0.000276011,0.000415996,0.000315878,0.000332709,0.000933222,0.000297418,0.000202335,0.000727961,0.000350087,0.000409722,0.000244983,0.000536,0.000336862,0.00015261,0.00023549,0.000174196,8.48E-05,0.000244644,0.000296068,0.000292035,0.000256608,4.43E-05,0.000308374,0.00021532,0.00057414,0.000250586,3.99E-05,0.000126675
ZNF720,0.076605938,0.117673293,0.053119723,0.083471008,0.19651404,0.119330615,0.014301642,0.092645168,0.120495424,0.033261847,0.031121587,0.096436635,0.120906398,0.137166277,0.022477232,0.122914225,0.200247496,0.118841514,0.077071629,0.058908749,0.030569037,0.005271801,0.031936713,0.028516172,0.072251052,0.047015447,0.015571442,0.011932661
AC002519.1,0.000243479,0.000416587,0.000307314,0.000316105,0.00073384,0.000263989,0.000198678,0.000714858,0.000319193,0.00025794,0.000241446,0.000499551,0.000313948,0.000146896,0.000222461,0.00015545,8.74E-05,0.000229272,0.000268705,0.000260776,0.000246311,4.04E-05,0.000279703,0.000199003,0.000438295,0.00023947,3.95E-05,0.000115118
ZNF267,0.015003468,0.014773662,0.025428196,0.005745735,0.023012197,0.02837286,0.00774423,0.063284822,0.023980545,0.016651208,0.021615479,0.066255696,0.002131643,0.022788148,0.00564701,0.00682611,0.033570774,0.007278421,0.025694892,0.01754763,0.037973985,0.000712067,0.022370195,0.020940835,0.091864809,0.031020487,0.000715981,0.006690992
AC133485.7,0.001121869,0.005017113,0.000918088,0.001344803,0.005492969,0.001207869,0.00026778,0.002393046,0.001025543,0.000329483,0.000836772,0.012907988,0.000553775,0.000588362,0.001179766,0.00067884,0.000205646,0.001034659,0.00120649,0.000713692,0.000466605,0.000110698,0.001191393,0.002790234,0.0004705,0.000661906,7.76E-05,0.000404515
TP53TG3D,0.000387742,0.000421795,0.000370085,0.000318347,0.000823303,0.000342316,0.000217374,0.000742177,0.000363814,0.000249505,0.000315647,0.000483938,0.000381181,0.000185244,0.000274041,0.00021343,0.000100115,0.000398571,0.000309606,0.000274464,0.000315781,4.82E-05,0.000284365,0.000248025,0.000433658,0.000289268,4.77E-05,0.000147403
TP53TG3,0.000235408,0.000379395,0.000296244,0.000288175,0.000679733,0.000261055,0.000200296,0.00067966,0.000328771,0.000220884,0.000215342,0.000440931,0.000300107,0.000144498,0.000235366,0.000159151,8.23E-05,0.000254398,0.000263541,0.000255258,0.000238222,3.89E-05,0.000243011,0.000203202,0.000413507,0.000225402,4.15E-05,0.000110242
AC137761.1,0.00022586,0.000369839,0.000284094,0.000312318,0.000689987,0.000244141,0.000210424,0.000625489,0.000318728,0.000227874,0.000228298,0.000445835,0.000275983,0.000139125,0.000224187,0.000155551,8.19E-05,0.000227249,0.000253101,0.000238065,0.000221254,4.43E-05,0.000252795,0.000198087,0.000395558,0.000239105,4.05E-05,0.00011626
AC145350.2,0.000251404,0.000407464,0.000328644,0.000293896,0.000712025,0.000276406,0.000205477,0.000726984,0.000389217,0.00023909,0.000252994,0.000483947,0.000318413,0.00015999,0.000256212,0.000187965,8.90E-05,0.000248706,0.000308183,0.000255807,0.000235219,4.34E-05,0.000265304,0.000210364,0.000419341,0.000232371,4.32E-05,0.000116721
AC136944.1,0.000231782,0.000425809,0.000291857,0.000312451,0.0007121,0.000244675,0.00018291,0.000664019,0.000337562,0.000243379,0.000233317,0.000458679,0.000294316,0.000140432,0.00022469,0.000150238,8.11E-05,0.000229325,0.000251622,0.000265303,0.000237534,3.92E-05,0.000261197,0.000213649,0.000433251,0.000244361,3.89E-05,0.000119045
AC136944.2,0.000259077,0.000430516,0.000296457,0.000327241,0.001133949,0.000283888,0.000200621,0.000735374,0.000332525,0.000278251,0.000239607,0.000566392,0.000304646,0.000155288,0.000231502,0.000158017,8.50E-05,0.000236905,0.000270401,0.000336334,0.000253,4.47E-05,0.000266372,0.000215193,0.00052425,0.000244792,4.13E-05,0.000117461
